Date2,Date,Open,High,Low,Close*,Adj Close**,Volume
2021-10-15,"Oct 15, 2021",143.77,144.90,143.51,144.84,144.63,67885200
2021-10-14,"Oct 14, 2021",142.11,143.88,141.51,143.76,143.55,69907100
2021-10-13,"Oct 13, 2021",141.24,141.40,139.20,140.91,140.7,78762700
2021-10-12,"Oct 12, 2021",143.23,143.25,141.04,141.51,141.3,73035900
2021-10-11,"Oct 11, 2021",142.27,144.81,141.81,142.81,142.6,64452200
2021-10-08,"Oct 08, 2021",144.03,144.18,142.56,142.90,142.69,58718700
2021-10-07,"Oct 07, 2021",143.06,144.22,142.72,143.29,143.08,61732700
2021-10-06,"Oct 06, 2021",139.47,142.15,138.37,142.00,141.79,83221100
2021-10-05,"Oct 05, 2021",139.49,142.24,139.36,141.11,140.9,80861100
2021-10-04,"Oct 04, 2021",141.76,142.21,138.27,139.14,138.94,98322000
2021-10-01,"Oct 01, 2021",141.90,142.92,139.11,142.65,142.44,94639600
2021-09-30,"Sep 30, 2021",143.66,144.38,141.28,141.50,141.29,88934200
2021-09-29,"Sep 29, 2021",142.47,144.45,142.03,142.83,142.62,74602000
2021-09-28,"Sep 28, 2021",143.25,144.75,141.69,141.91,141.7,108972300
2021-09-27,"Sep 27, 2021",145.47,145.96,143.82,145.37,145.16,74150700
2021-09-24,"Sep 24, 2021",145.66,147.47,145.56,146.92,146.71,53477900
2021-09-23,"Sep 23, 2021",146.65,147.08,145.64,146.83,146.62,64838200
2021-09-22,"Sep 22, 2021",144.45,146.43,143.70,145.85,145.64,76404300
2021-09-21,"Sep 21, 2021",143.93,144.60,142.78,143.43,143.22,75834000
2021-09-20,"Sep 20, 2021",143.80,144.84,141.27,142.94,142.73,123478900
2021-09-17,"Sep 17, 2021",148.82,148.82,145.76,146.06,145.85,129868800
2021-09-16,"Sep 16, 2021",148.44,148.97,147.22,148.79,148.57,68034100
2021-09-15,"Sep 15, 2021",148.56,149.44,146.37,149.03,148.81,83281300
2021-09-14,"Sep 14, 2021",150.35,151.07,146.91,148.12,147.9,109296300
2021-09-13,"Sep 13, 2021",150.63,151.42,148.75,149.55,149.33,102404300
2021-09-10,"Sep 10, 2021",155.00,155.48,148.70,148.97,148.75,140646400
2021-09-09,"Sep 09, 2021",155.49,156.11,153.95,154.07,153.85,57305700
2021-09-08,"Sep 08, 2021",156.98,157.04,153.98,155.11,154.88,74420200
2021-09-07,"Sep 07, 2021",154.97,157.26,154.39,156.69,156.46,82278300
2021-09-03,"Sep 03, 2021",153.76,154.63,153.09,154.30,154.08,57808700
2021-09-02,"Sep 02, 2021",153.87,154.72,152.40,153.65,153.43,71115500
2021-09-01,"Sep 01, 2021",152.83,154.98,152.34,152.51,152.29,80313700
2021-08-31,"Aug 31, 2021",152.66,152.80,151.29,151.83,151.61,86453100
2021-08-30,"Aug 30, 2021",149.00,153.49,148.61,153.12,152.9,90956700
2021-08-27,"Aug 27, 2021",147.48,148.75,146.83,148.60,148.38,55721500
2021-08-26,"Aug 26, 2021",148.35,149.12,147.51,147.54,147.32,48597200
2021-08-25,"Aug 25, 2021",149.81,150.32,147.80,148.36,148.14,58991300
